Review,True Label,Predicted Label
"This film holds 7.0 rating on IMDb, so even I sensed something rotten in it's synopsis I decided to try it out. What a waste of 100 minutes. First of all, the 80's were not a good decade for crime and thriller genre. Most of these, in those days were badly done with silly plot (if they had any), so there are very few that can stand out, and even if they were good they are still not very good. The Hit, however suffers from everything that made silly crime pictures silly. It has poor character development, improbable plot and wasn't written or directed in a decent manner, and when you have such shortcomings the acting doesn't help. Stephen Frears often tried to emulate French new wave in English style film making and the two don't match.<br /><br />First of all Terence Stamp is 10 years in hiding because he testified against some of his former partners in crime. He hides in Spain, of all places. He is finally caught up with, and than first kidnapped by a group of silly looking Spanish thugs, just do be driven away some distance to the two hit man that are supposed to deal with him. These two are John Hurt, who is supposed to be hard boiled, stone cold killer, and Tim Roth (in his first role) as the devil's apprentice. They don't kill Stamp right away, they first dispose of the ""three Amigos"", they shouldn't have hired in the first place, and then, they are driving Stamp to Paris, because one of the buddies he testified against wants to confront him. OK that's possible. But even with Stamp being such a dangerous figure that they had to hire four guys to overpower him, they don't tie him down, don't incapacitate him in any way, and drive around with him, like he's one of the buddies. Stamp doesn't object and is happily going to Paris to be shot, not using any of a half a dozen chances, these ""professionals"" offer for him to escape. Than it appears that Tim Roth is just a school boy bully, making the idea of big crime boss teaming him up with a hard core hit man like John Hurt, even more improbable, especially on an important job like that. But than John Hurt is not so hard core himself, he spends twenty minutes of the movie, killing or not killing the totally surplus Australian, played by Bill Hunter, whose only purpose in this film is to introduce the lovely Laura Del Sol, his mistress (who he says is 15, but she looks more like 25), and whose role in the story and acting capabilities suggest that she was offered the role, solely on the basis of being the director's or producer's mistress at the time. After much deliberation, Hurt kills the Australian but takes along his mistress for no apparent reason. Than he wants to kill her but Roth with his ""subtle ways"" convince him not to, so even she kicks him, bites him and scratches him through the entire movie, he stays true to that deeply buried human side of him.<br /><br />Than you have plain idiotic scenes, like when Hurt and Roth lock the car from the outside, trying to prevent the people inside from getting out?!?! Anyway the movie drags on. Tim Roth falls asleep, guarding Terence Stamp with his gun on his chest, and Stamp just waits there watching the waterfall. Than the whole shamble of a plot comes to the point where everything we've seen in the last hour and 20 minutes just goes out through the window. Let's recapitulate, the whole point in not killing Stamp right away (except for having a movie) is to take him to Paris, so his former partner is to have a last word with him. And the whole point in him not running away is that he is prepared to die, saying ""It's just a moment. We're here. Then we're not here. We're somewhere else... maybe. And it's as natural as breathing. Why should we be scared?"" But my friends, here is where the plot twists, Hurt kills the man while still in Spain, and we ask why bother and drive around for days, he could have done it in the first 15 minutes, and than contrary to his philosophy Stamp is very afraid of being killed, so we ask again why didn't he run, and he had plenty chance. Roth gets killed too, but he shouldn't be in the movie at all, and Del Sol, well she's promised a role in this film purely for romantic (read sexual) reasons, so she stays alive again, even she attacked Hurt for the 15th time in the movie. He killed all the others, but not her, she must have maximum screen appearance. The movie was made on a shoe string budget and it shows, but when you have no story and card board characterizations, it shows even more.And yes Fernando Ray appears and goes through the movie as the guest star, having a single audible line of dialog. Awful",0,0
"I saw this movie for the first time on NBC Friday 11-29-02. It was a pretty good movie, but I don't think it would be the kind of Muppet movie Jim Henson would make. I mean first of all, Pepe' using the word ""sexy"" every now and then, and Pepe saying ""it would suck?"" And I defenitly know Jim Henson wouldn't allow Kermit yelling ""I WISH I'D NEVER BEEN BORN!"" thirteen time a minute. This movie just isn't like a classic Muppet movie. Sure I can understand Nicky Holiday stealing the baseball diamond from ""The Great Muppet Caper,"" but a business lady cheating the Muppets in a contract for their theater to turn it into a smoker's nightclub. If Jim Henson was here today, he would HATE this movie!",0,0
"A young woman, Jodie Foster, is witnessing a mafia murder, reports the killing to the local police, and becomes herself a hit target by the mob operatives. A professional killer, Dennis Hopper, hired by mafia, is stalking her to prepare for the hit, but eventually he falls for her. Then, as a parody of the Stockholm Syndrome that defines a case when an abducted hostage begins to like and cooperate with the kidnapper, Jodie Foster falls for her abductor too, make love, and both prepare for a getaway.<br /><br />Denis Hopper, the actor, tries to align himself with the creative ambitions of Dennis Hopper, the director. The result is disappointing, and fails to keep pace with the artistic level of a great performer as Dennis Hopper is. There is no real thrill and the script is sometimes naive and predictable. The film is saved to some extent by the performance of Jodie Foster who is not at her best, but still shines with her talent, beauty and gift. Of historical interest is the short appearance of Vincent Price, and, in a small act, of Charlie Sawn known from his great part in ""Wall Street"".<br /><br />If you decide to spend the 116 minutes to see the film, it is not a complete loss; this movie offers easy entertainment, but we would expect much more from the director of ""Easy Rider"", and the actress who gave us the character of Sarah Tobias in ""The Accused"".",0,0
"Inherited this from my x's DVD collection when he left with my best friend (enough said), watched it one night when there was nothing on the telly (nothing new there then) and got a very pleasant surprise. Very British (you no hardly any budget, no faces you know or have even seen before), the accents were a bit thick for my liking, but after a worrying start (a bit too close to home in my case) it began to grow on me. Apart from the some unnecessary jokey cutting that really didn't add anything, I found the film throughly uplifting, very real, natural performances throughout left me wanting more from an ending that came suddenly too soon. Highly recommended!",1,1
"Is it full moon tonight? OH! It doesn't matter they can change whenever they want cuz of that drug! What was I thinking if its full moon tonight?! Geez<br /><br />I really like this movie, there's romance, suspense, horror, and hot stuff ;) I like the first half of the movie when the guy saves the girl from killing herself by bungee jumping and catching her. That was really cool. The setting of this movie is in the city of love which is Paris in France. The cemetery scenes are nice, it gives you chills not knowing what will happen there or who's behind the walls. The scenes that makes you jump out of your seat is really cool. Even they got me on that scenes. His friend who died and the girl whom he killed in the cemetery but still shows themselves to the lead character(sorry I forgot his name), was really funny. The actors did a good job plus the make-up crews. The part when they're all partying in an abandoned church, I can't believe people would that because even though that's an abandoned church, that is still God's house. I bought this movie long time ago, and I do not regret buying it. I'm a horror-movie-lover. I give this movie 5 stars out of 6. For the people who are open and loves movies like this, give it a try, you might like it.",1,1
"Despite this being one of John Cusack and Demi Moore's early films, it is one even hardcore fans can miss, unless they absolutely have to complete the collection. I have rare moments, where I can handle Better Off Dead, but this movie is ultimately worse. I am just not a Savage Steve Holland fan, and he did both movies. So if you don't like the cheesy, random comedy and amateur animation, steer clear of this one. FYI even for the Demi Moore fans: she can't sing and the 80s synthesizers did not save her. There are too many predictable twists and too-easy jokes. I suppose if you want mindless entertainment or something you can leave on in the background and ignore while you do something productive, then go for it. Otherwise, don't watch this movie. If John Cusack (or Demi Moore) couldn't save it, you know it's got to be bad. They are the only reason I didn't give this movie a 1.",0,0
"Intelligent summary, isn't it?<br /><br />If Mad Max was something of a simple, straight forward, nothing special but nothing wrong either kinda film, they totally made up for it with it's sequel, The Road Warrior. So, in theory, with a third great film it would've been a great trilogy... now, it's not!<br /><br />Such a huge disappointment Beyond Thunderdome was! It's main premise is pretty cool, with an 'underworld' (think a mix between Metropolis and The Time Machine), but it all isn't carried out with too much conviction. Add the obnoxious Tina Turner and the no good story-line of the people waiting for a plane, and this is just one huge stinker.<br /><br />Maybe they can brighten things up again with part 4 (although that one is just probably gonna be 1 huge budget-explosion kinda thing), because this just isn't right.<br /><br />3/10.",0,0
"This is an astonishingly bad action film. I'd say its primary flaw is that it's BORING. Arghh! Funky wardrobes, retro chic set design, and decent cinematography cannot prevent this flick from being a snoozer. Mod Squad's second (major) flaw is its lack of character development--underscored by the actors' lack of talent. I tend to like Claire Danes's work so I was quite surprised by her non-existent performance in this film. Giovanni Ribisi is woefully miscast: how could his cotton-mouthed, bumbling acting style possibly fit into an ACTION flick? As for Omar Epps, well, he needs to take a few acting lesson to learn how to emote. The man had the same facial expression for the entire film! My suggestion is to save yourself a few bucks and wait to see this turkey on cable.",0,0
"Justine cannot find the perfect mate to make her first time the perfect one. With geek friend in tow, she enters a virtual machine to improve her appearance. When she sees the opportunity to create her perfect man, an explosion occurs and the results are left to your imagination. Problem is, how many obvious sex jokes are left anymore? How predictable can these kind of movies get? A few funny moments here and there, but nothing too outrageous or different from jokes in other movies or even normal life. If you liked WEIRD SCIENCE or jokes about the 'fish out of water' combined with 'gender identity crisis', then by all means these 90 min, you could enjoy.",0,0
"At first glance a film like Northfork, a town set to be flooded in 1955 and a group of 6 characters who are sent out to evacuate the remaining townspeople, could be just an ordinary film. As we soon meet a remaining priest taking care of a sick child, a greedy land owner, we could be set up for a simple story we could all easily digest. However, when one is first introduced to this film, you notice the amazing wide open cinematography and a scene involving a church hall missing a wall that opens up to the pastures and scenic view of the mountains with cattle grazing. It soon becomes clear that after this scene and a few of the towns peoples introduction, that this is no ordinary film and no ordinary story, it is something very special and unique.<br /><br />At first glance things are not as clear, but the cinematography and landscape that the viewer is witness to is stunning, and the characters that inhabit this small soon to be extinct area are just in word amazing. It's what can either draw you in closer to this qwerky film, or either have you bored sitting there waiting for something to happen.<br /><br />The films deep spiritual and dream like qualities, give it a slow and methodical approach which I am sure will bore some viewers, but if you are patient with it and see the bigger picture, the film is great to witness.<br /><br />Rating 8 out of 10",1,1
"A movie about a French girl who gets raped by street hoodlums. The rape scene itself is shot in all it's gory detail with all the male and female organs and their interactions clearly visible to the camera. In a fit of rage, the victim grabs her friend's (or was it brother ?) gun, shoots him and runs off with the weapon. She meets this prostitute who has just seen her pimp shot down, they team up, and make off towards Paris. A series of crazy, meaningless and wild killings follow, the girls seem to enjoy every murder more than the one before. One poor guy gets shot in the ****hole. There are good doses of sex thrown in between the numerous killings.<br /><br />The movie is not the most violent I have seen, I would say Saving Private Ryan probably had more violence in it. If violence is what you are looking for, then there are lots of other movies out there. And if it's sex you are out for, then I would suggest one of those XXX ones.<br /><br />I went to see the movie because of all the hype the media was giving it. The movie itself is no big deal, just a lot of violence and sex shot with something like a hand-held camera. I was surprised this movie had a 15 year age limit in Sweden, if 15 year-olds can watch this movie, they should be able to watch XXX movies too.",0,0
"Had the League been unknowns pitching this script, the backers would simply have turned around and said ""no - you're not having the money - this is dreadful"". As a fan of the League of Gentlemen, this is their poorest outing to date. Not particularly funny, not particularly entertaining, there are few laugh out loud moments. They do exist, but they are few and far between. I felt the format was tired and really dragging. The film refers to the writers being bored of the characters and it shows. As for being a film. I felt the Xmas special had better production value; the FX are generally pretty poor and it is clearly obvious that they didn't film in the original Royston Vasey (they filmed this on the cheap in Ireland). The musical score is weak and the dialogue is terrible. Also, the accents of the characters were largely off from their TV equivalents. Tubs and Edward, much underused (again), just didn't sound like themselves. Disappointing really, because I was hoping for something far more entertaining. This really was the League's equivalent of the 1970s comedies where the cast go to Spain...",0,0
"This is a really great film in the pulp fiction genre with a touch of film noir thrown in. Truly one of Emma Thompson's best performances to date...this film has everything, it's well written, well directed, beautifully films, and has some great performances. I don't know why it didn't catch on. It's spectacular!",1,1
"This movie has a fairly decent premise - one gruesomely featured again and again in science fiction films, most spectacularly in ""Alien"" - and some decent ""he-man"" performances from the male cast. The possessed astronaut's wife, to me, is the weak link in the ensemble - she doesn't seem to know what to do with her face in a lot of her most prominent scenes, for which I blame director Corman. <br /><br />Given a decent budget for props and special effects and a more focused and coherent screen play, ""Blood Beast"" might have been pretty decent. But the inherent cheapness of the production design and the continuity errors and gaffes undermine the proceedings. For instance, every time I saw the comatose astronaut laid out on an ""examination table"" the width of an ironing board, I broke into giggles, probably not the the emotion the crew wanted to invoke. And the monster's costume needed some serious work; fern covered parrots just aren't scary or convincing.<br /><br />Still, the premise was strong enough that I hung on to the end just to see how the plot would resolve itself, and the alien's motives were sufficiently ambiguous at first that I could sort of think of it as an enigma. And the scene with the shot of the murdered scientist had a bit of punch to it, along with the plot development where the alien claimed to have assimilated some of the dead man's personality. <br /><br />It's Corman. It's cheap, fast, and mildly watchable if you don't think too hard or expect too much. What more needs to be said?",0,0
"What a clunker!<br /><br />It MUST have been made for TV or Cable.<br /><br />Look: forget the screenplay - forget the bunch of forgettable actors. Excuse me? Continuity? The NSA/NIA/whatever or whoever he is (an agent) takes-off in an F16 - is shown in an F18 chucking his guts up and, later, the aircraft shown taxiing is an F4 Phantom! Oooh, wish that I could be so cavalier.<br /><br />Apart from the male actors(!?) The women are WASPS: blue-eyed and long-legged and, eventually, get to cry about the heroes who save them. Even when a solid weld could save most of the cosmo- astro-nauts, the blond drops the welding tool. Duh!<br /><br />As an SF movie one out of ten. As a movie per se: 1/2 (that's a half point). They should have ditched the space station and headed for Mars.<br /><br />Major raspberries.",0,0
"***SPOILERS*** A hot and sexy Linda Blair as the Witch Amelia Reynolds is very upset with her friend and rival Witch across town Erica Barens, Julie Strain. Amelia getting her husband Hal, Edward Albert, to get a promotion at his job at the Giger & Greengrass law-firm over the more deserving Larry Barnes, Larry Poindexter, who happens to be married to Erica has her cast a spell on Hal causing him to lose control of his car and end up almost killing himself.<br /><br />Larry finding out about Erica's attempt on his best friend Larry's life has a violent fight with her causing Erica to fall from the balcony to her death. It's when Larry goes back to his ex-wife Carol, Rochelle Sanson, that things begin to really heat up, emotional and sexually. The wicked Amelia tries to have the dead spirit of Erica take over Carol's body and end up murdering Larry who she holds as being responsible for her husband Hal's injury that left him permanently confined to a wheelchair.<br /><br />Not much of a story but lot's of cheese and soft-core action with poor Larry getting manipulated by Amelia through the resurrection of Erica who plans to kill him the first chance he turns his back on her. Amelia is a bit whacked out herself not exactly knowing who is and who isn't a threat to her. Amelia even gets her poor and innocent gardener Stan, Michael Parks to first lose him family in a bloody house invasion break-in, then his mind, by being accused by the police as being the murderer, and finally is life, by getting blasted by Ameila herself. As he's made to runs into the Reynolds' house, under her control, as mad as a hatter trying to murder both her and the crippled Hal. <br /><br />Larry Parks looked and acted so weird that you had the feeling that he accidentally walked onto the set of ""Sorceress"" and ended up being in the cast playing his part as Stan. Without the help or benefit of a script he improvised his way through and then slowly realized just how god-awful bad the movie really is. Stan getting killed off early in the film was a big plus for him since he didn't have to suffer,like those of us watching, through the entire brainless and mind-numbing movie.<br /><br />It becomes evident to you as well as it did to the makers of ""Sorceress"" that all this shenanigan's on the screen has to come to some kind of hopeful and successful conclusion and a trick ending is put in to finally end the movie. The ending is about the best thing, besides Miss Blair and the rest of the very well-endowed woman cast, that one can say about the film.",0,0
"what a waste of a film once again the film industry does not trust to make a film that could have been just about the man's ideas. there is virtually nothing on his theories or evolution, instead the most boring story of home life and relationship with one daughter, a ponderous script, great liberties taken with Darwin's life, dialogue given to his character that i find hard to believe he would have voiced. Darwin never gave up his believe in a higher power, he may not quite rightly have believed in the established Christian idea of God , but was not an atheist. which this film implies. what would have been a riveting and much better film, is if they had started with the publication of On the Origin of Species and constructed a story of the great revolution that entailed, and of an amazing cast of characters involved on all sides. instead we got a plodding, boring drama, mostly made up, a great injustice",0,0
"<br /><br />**********SPOILER ALERT***************<br /><br />If you happen to like JURASSIC PARK 1, 2, or 3:<br /><br />If you happen to appreciate really bad movies for their sheer entertainment value if not for their quality (case in point-John Carpenter's DARK STAR-highly recommended)<br /><br />If you happen to like movies about dinosaurs in general-<br /><br />THEN STAY AWAY FROM THIS CINEMATIC CRAPSTERPIECE!<br /><br />The shameless use of stock footage from CARNOSAUR 1 & 2 make up most of this miserable attempt at a dino/slasher flick- Take the scene, for instance, where the security guard meets his doom at the jaws of the Alpha T-Rex. For some reason, he drops about 50 pounds and appears 10 years younger. Why is that? Simply because this scene was lifted directly from CARNOSAUR, which was a crummy flick to begin with.<br /><br />The ending was a carbon copy of CARNOSAUR 2, for those unfortunate enough to have sat through that straight-to-video loser. Again, we see Mr. Rex do battle against a bulldozer-which alternates as a forklift truck-through the miracle of -ta-daa!- stock footage from the aforementioned CARNOSAUR 1 & 2. Of course, the ending is exactly the same-the beast falls to his death just as the complex goes up in flames.<br /><br />A real insult to anyone's intelligence.<br /><br />But it's still better than watching the ROSIE O' DONNEL SHOW.<br /><br />Rating: 1/2* out of *****<br /><br />",0,0
This film's a big bore. It has a plenty of Predictable plots & endless sentiments from the start. It starts good with a classy number but seems lost midway.<br /><br />Surya & Jyothika's on screen chemistry works out really good & a good part by Bhoomika. Why include Vadivelu in it? He disappears totally after a good half an hour!. Santhanam proves his wit again by timing comedy.<br /><br />AR's tunes sure will last for sometime. But he could have done better. What ever be the drawbacks still it's worth watching once if you feel alone at home or looking for a good time-pass.,0,0
"The producers of this picture are Hungarians. It's not by crazy artistic momentum that X and Z are capitalized in the titles considering that the word 'isten' means 'god' in Hungarian. - By the way, David, Isten is the word for God in Hungarian... - Hum... Is that so ? <br /><br />Let's consider this movie as 'A History Of Violence' science-fictional sibling. Both films have in common the strength of blowing up respective genres ; thriller and drama in the 2005 one and 'none FX-ed as hell' science fiction in the one we're looking at right now. Everything he does have a meaning and is surrounded by details : The nod to Phil K. Dick (who wrote ""In The Days of Perky Pat"") by creating a 'Perky Pat' fast-food restaurant. The nod to Stanley Kubrick by using 2001's naming pattern ; as IBM became HAL (one letter down in the alphabet) in the 1968 movie, in eXistenZ 'classic lubricant spray' WD-40 becomes XE-60 (one letter up) when Allegra cleans up Pikul's port. The nod to David Cronenberg by using Videodrome's witty kind of formula ('Death to...' & 'Long Live'..) and by taking another medium for central theme of a picture (tv in Videodrome, Video games and virtual reality in eXistenZ In 1983, you penetrated a TV set. In 1999, you're penetrated by a game. Welcome to Canada!)<br /><br />The nod to good taste by getting Peter Suschitzky's cinematography, Howard Shore's music and Ronald Sanders's editing (a team that wins). For everyone born in the early 80's with a super famicom, a genesis or an arcade stick in the hands, this movie rings a bell. Enough with the nods. The plot ? ""Jennifer Jason Leigh stars as a game designer (Allegra) who creates a virtual-reality game that taps into the players' minds"" as we can see on the movie main details page. That's the story in the story. To me, this picture is about a 'reality demonstrators' young couple infiltrating the 'brand new virtual game' presentation session to destroy its programmer. I assume that what we see in the last five minutes is reality, if there's such thing as reality. Jennifer Jason Leigh is always playing a game designer in the game they're in and the end of the movie IS the reality, with video games freaks giggles, big hairy dogs, 'Cronenbergy realistic' plastic textures (helmets and stuff) and 9mm handguns. What you see is true. They play transcendenz during an hour or so (in this game, there's a game (eXistenZ) in which JJL plays eXistenZ's genius programmer and Jude -Pikul - Law a marketing trainee associated with Allegra's game), they play eXistenZ because Allegra is very concerned about her pod's health (the thing you plug your nervous system in, in order to play), she has to plug herself and Pikul in then wins the game (Transcendenz) and back in the reality they kill Yevgeny Nourish, TranscendenZ programmer.<br /><br />Playing eXistenZ and TranscendenZ is about facing your essence, face your subconscious while its creating a virtual reality you'll have to overcome in unexpected ways to win the game (by playing the game, the girl playing Allegra, the 'reality demonstrator' turns into Allegra, a 'virtuality goddess').<br /><br />What game would Heidegger have played to feel his abstract da-sein term ? To be truly engaged in the world ?<br /><br />And what about Nietschze (Yes Friedrich, God is dead and you know what ? Willem Dafoe stands for him! - God, The Mecanic -) ??? <br /><br />Yes we do construct a narrative for ourselves, and losing this thread we follow from one day to the next disintegrate people as personalities ; eXistenZ's discusses the fact that reality is the whole perception of itself by anyone who engaged it truly. And we could sometimes get some neat stuff ; a perception of virtuality in virtuality in reality.",1,0
"I must say I was really excited about this film before renting it as it was an Adam Sandler ""Happy Madison"" production and I am usually attracted to that type of silly humour.<br /><br />There were a few funny moments at the beginning of the film, but this film lacked everything that makes a good movie. I realize that many filmsthat are not realistic can still be quite funny, but this film was unrealistic and not funny at all. The acting was horrible, the cinematography was very poor, the plot made no sense at all. I cannot get over the fact that 3 classy older ladies would even work for such poor writing. Overall I was very unimpressed with this film and I do not recommend wasting 5 bucks on renting it.",0,0
"Well, first of all - i am a big fanatic of horror movies, but however - I am pretty sick of all those damn American horror movies. They are all about the same thing - blood and violence. It's not even creepy. Well, it's nothin wrong with the blood and all that - doesn't even bother me - but that's not what makes a movie creepy! That's why I find this movie entertaining - it's fun to see a satire which is making fun of the koncept ""main horror USA"". American splatter/gore-movies, they are not suppose to be creepy, only funny. That's OK. But when they're suppose to be ""creepy"", it mostly gets pathetic. However, there are a few great american horror movies (Poltergeist, Psycho, Birds), but in the end it's all the same thing. That's why this movie came as a relief. Evil Ed is not just a cult movie - it's a classic! I can't wait untill master director Anders Jacobsson makes another goddamn splatter movie! Untill than I have to watch Evil Ed again - and again - and again! But I don't care - it is such an outstanding movie!",1,1
"Otto Preminger was one of the great maverick film directors.Like John Huston he was a character from one of his own movies,like Mr Huston he was a wonderful ham who slipped in and out of performance at random but the final product of his labours was unmistakably his own. With a few exceptions films are now made by corporations,not individuals,and as a result are usually highly-polished ""packages"",a product in much the same way as a golf ball,a tin of dog food or a motor car is a product.The involvement of human beings in the process is almost incidental.Such is the appetite for the product that there appears no end to the line of well-finished,glossy,superficially entertaining but ultimately empty films that flood the countless TV channels and movie outlets.There is no time for a man like Mr Preminger to stand a little apart from the torrent of ""product"" and craft a personal work of art. Of course there has always been the ""Art for art's sake - money for Christ's sake"" ethos in film-making,but now ""Ars Gratia Artis"" has,in all but name ,been consigned to history's cutting-room floor. Today Otto Preminger would be lucky to get a job delivering pizzas in Hollywood. Half a century ago,having made the hugely influential,""Laura"",""Where the sidewalk ends"" and ""The moon is blue"",he set about filming Nelson Algren's controversial novel ""The man with the golden arm"" in his eccentric and individualistic manner.Rather than take his camera out onto the streets he stayed in the studio and used stylised almost Expressionistic sets,quirky casting(Mr Frank Sinatra - hot from his success in ""From here to eternity"",the young,inexperienced but breathtakingly beautiful Miss Kim Novak and Mr Arnold Stang,a man whose oddities were after his own heart)and a remarkable era - defining score by Elmer Bernstein featuring the cream of West Coast jazzmen. An Otto Preminger film was always an all-round experience ,to be considered as a whole rather than breaking it down into acting,directing,photography.What appeared on the screen was Preminger's vision,his creation and his interpretation of Algren's novel ,not a film of Algren's novel,any one of twenty competent Hollywood hacks coud have produced that. From the first hi-hat cymbal beat that accompanies Saul Bass's iconic title sequence we are drawn into Preminger's take on what is nowadays called ""The Life"",in truth a murky area occupied by hustlers,junkies,cops,drug dealers,stone gamblers,jazz musicians,their women and hangers-on.The lines are blurred in ""The Life"",and it's dog eats dog down there. The inhabitants circle each other like sharks,looking for a sign of weakness to be exploited.Frankie Machine(Mr Sinatra)a professional card dealer,ex-junkie and aspiring jazz drummer is a born victim.When things get tough he goes back to the needle.Although he kicks the habit by going cold turkey there are absolutely no guarantees that he won't go straight back on it further down the line. Mr Sinatra's depiction of an addict in the throes of withdrawal has divided the critics,but the fact of the matter is that even fifty years later most of us have probably never seen such a thing in real life so we don't know how accurate the portrayal is.When I first saw the film in the late 50s I was very impressed,watching it recently on video,it seemed ,to put it unkindly,hammy.Perhaps he is a victim of his own success as many actors subsequently ""doing"" cold turkey have,with the passing of the years,taken his performance and refined it somewhat. Arnold Stang is outstanding as Machine's pal Sparrow,a performance he exceeded only in ""It's a mad,mad,mad,mad world"". Try and watch it on the big screen and view it as the cinematic vision of a true auteur,a giant amongst today's pygmies - Otto Preminger.",1,1
"It seems no matter what I see her in, Christina Ricci seems full of promise but fails to deliver. Sure she can cry and scream, but Prozac Nation sees Ricci totally out of her depth, perhaps I'm being too harsh.... okay, I'm shifting the blame to the director. Jessica Lange is outrageous and almost reaches Faye Dunaway heights of megadramatisation. Unfortunately I think Lange peaked with Frances and it was all downhill from there. There was every chance of this film being slick and witty while tackling depression head on. What we get instead is poorly acted hysteria dressed up with a stereotypical try hard eighties veneer. I really had no sense of the films eighties backdrop, since I was unsatisfied with the lame attempt at making believe it was the eighties just because ms Ricci wears a madonna inspired dress to her ""lost my virginity"" celebration. Cmon everyone, you are ALL better than this. The filmmakers should hang their heads in shame, and as a result of disappointment, Elizabeth Wurtzel could probably make a bundle if she sued for ""irrepairable emotional damages"" as a result of the finished product. go on lizzie, sue! I would",0,0
"I just saw ""A Tale of Two Sisters"" last night and really enjoyed it. I've been a big fan of Asian horror films recently and think that this is a strong entry from South Korea. There aren't many jump out at you scares as in the usual American horror film, but the director does maintain the off-kilter and foreboding mood very well, especially in the awkward character interactions with each other. Most of the scares are more conceptual and plays on everyone's ""there's something under the bed"" fears from when they were a child, but in this case, it's the closet and the sink. I also liked how the director was able to capture just how dysfunctional this household is through scenes such as the first dinner that the characters have together. He's also good at revealing people's inner life and fragility through simple scenes such as the stepmother wiping off her make-up in the mirror or her sitting in front of the flickering TV. I think this film is mainly an exploration of guilt and the consequences of living with that guilt hanging over you.<br /><br />MAJOR SPOILERS AHEAD (DO NOT READ ANY FURTHER IF YOU DO NOT WANT THE TWISTS OF THE MOVIE REVEALED) I was following the story pretty well, but did start getting confused during the bag dragging part. However, I think the flashback at the end definitely tied everything together. The film is very much like ""The Machinist"" in the way two of the character's joint guilt eventually leads to mental breakdowns and delusions.<br /><br />Here's my interpretation of the film. The Su-Yeon that we see after the girls supposed return to the house is either the delusion of Su-Mi or the actual ghost of Su-Yeon that only Su-Mi can see and interact with. The initial stepmother that we see is, in my opinion a delusion of Su-Mi. There is a real stepmother, however, and she first appears in the film when she's wearing the gray pantsuit. I believe it's the real stepmother that the father is talking to on the phone throughout the first part of the movie and she doesn't appear until he pick her up and brings her to the house. The stepmother before that point is imagined by Su-Mi (perhaps part of her split personality?) That explains the bizarre dinner party sequence when the stepmother's brother looks at her like she's crazy and doesn't remember anything that she recounts. I think it was Su-Mi acting out her stepmother part of her split personality. The film shows this later in the bag dragging scene and scenes such as the stepmother wiping her make-up in the mirror, which is revealed later to actually be Su-Mi wiping her make-up in the mirror.<br /><br />I think the ghosts in the house aren't entirely imagined by Su-Mi, and are either of Su-Yeon or the mother or both. In the final flashback, it is revealed the Su-Yeon was wearing the green dress and had the hairpin in her hair when she died. This is the green dress that they showed before on the ghost sitting at the dining room table while the stepmother was looking under the sink. Also, it's the hairpin that Su-Yeon was wearing in the flashback that appears on the floor when the stepmother is looking under the sink.<br /><br />The real stepmother, in the end, gets punished by the ghost of Su-Yeon who comes for in a scene a little bit like The Ring. After that, the flashback scene ties it all together in terms of how both the stepmother was mainly responsible for her death, while Su-Mi unintentionally played a supporting role.<br /><br />I wonder if the ""mother"" that Su-Yeon sees when she goes up to her room to cry, in the flashback, is a ghost already. Perhaps by that point the mother had already killed herself in the closet. That's left ambiguous.<br /><br />Other things that are suggested, but not clearly explained in the film is that it seems like the stepmother, at some point, was a nurse, perhaps taking care of the mother and somehow may have contributed to her death too. It's not clear when her relationship with the father began and whether it caused the mother to kill herself. It's also suggested that the mother had mental issues too, requiring a nurse. The stepmother alludes to this when she tells Su-Mi, you're beginning to take after your mother. I don't think she meant just physically.<br /><br />Also, if we accept that the initial stepmother that we see is actually Su-Mi, then there's the suggestion of incest too, since the father sleeps with her. Is that why Su-Mi freaks out and shouts, ""Don't touch me"" each time the father reaches for her in a later scenes? Is that the ""filthy things that you've done"" that she alludes to in a later conversation with the father? This film is interesting in it's capacity for different interpretations. A few of the scenes, however, were kind of derivative, such as the woman in the black crawling around scene, which reminded me of the herky-jerky movements of Kayako in the Ju-On/The Grudge films. Also, the final scene where the stepmother finally gets her just desserts is reminiscent of The Ring. Furthermore, just the idea that some characters may be ghosts is taken from ""The Sixth Sense"" or ""The Others"".<br /><br />Overall, I enjoyed it, however, and it will be interesting to see how the Hollywood remake (that's already in production) turns out. I have to be honest, I liked both ""The Ring"" and ""The Grudge"", so I'm not one of those snooty types who insist that remakes can't be good too. One remake that I'm really excited about is ""Dark Water"" coming out this summer. I haven't seen the original Japanese version yet, but both films are definitely on my to-see list.",1,1
"This film really misses the mark on most fronts. The accents are laughably weak, the acting amateurish and the comedy weak at best.<br /><br />They've got a great idea, it could have been particularly enjoyable but for the reasons mentioned above.<br /><br />The writer seems to think by putting the word f*ck into every sentence it'll make it funnier and the main character just seems to try a little too hard. He's no Brick top thats for sure.<br /><br />Next time at least get a cast that can keep the accent for the whole film.<br /><br />It's a crime to compare this to films like The Business, Lock Stock and Snatch.",0,0
"I had always wanted to see this film and the first three-fourths proved I hadn't waited in vain. But what the hell happened in the end? I mean, don't get me wrong, I liked the film. It definitely made me nostalgic of the realistic, unique NYC of the 80s that we have lost thanks to Giuliani. But it's missing another half hour!",1,0
